여성 라운드넥 경량 다운 BF426E,11,1,"399,200",20,100,NULL,54N 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/08/GQ2N24080864427_0_THNAIL_ORGINL_20240809110007747.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 후드 퀼팅 다운 베스트 BF521E,11,1,"255,200",20,100,NULL,54N BMY,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/05/GQ2N24080583838_0_THNAIL_ORGINL_20240805175640703.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 코듀로이 카라 퀼팅 점퍼 BF554E,11,1,"399,200",20,100,NULL,54N HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/07/30/GQ2N24073051809_0_THNAIL_ORGINL_20241007114545601.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 크롭 웨이브 퀼팅 점퍼 BF232E,11,1,"399,200",20,100,NULL,54N 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/06/GQ2N24080698665_0_THNAIL_ORGINL_20240809093751997.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 코듀로이 카라 퀼팅 점퍼 BF554E,11,1,"399,200",20,100,NULL,54N BUQ,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/07/30/GQ2N24073051806_0_THNAIL_ORGINL_20241007114519706.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 크롭 웨이브 퀼팅 점퍼 BF232E,11,1,"399,200",20,100,NULL,54N BMY,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/06/GQ2N24080698675_0_THNAIL_ORGINL_20240809093846212.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 우븐 아노락 BH416E,11,1,"199,200",20,100,NULL,54NF 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/07/30/GQ2N24073051804_0_THNAIL_ORGINL_20241007114647006.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 우븐 아노락 BH416E,11,1,"199,200",20,100,NULL,54NF 70V,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/07/30/GQ2N24073051805_0_THNAIL_ORGINL_20241007114705896.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 숏 나일론 후드 트랙자켓 BF1105,11,1,"271,200",20,100,NULL,54N HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/07/19/GQ2N24071971546_0_THNAIL_ORGINL_20240719171139813.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 릴랙스 핏 컬러데님 블루종 BF1107,11,1,"206,640",44,100,NULL,54G IY4,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/05/31/GQ2N24053124881_0_THNAIL_ORGINL_20240531180044845.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 점퍼형 우븐 셋업 SH400E,11,1,"122,640",44,100,NULL,54GW 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/05/31/GQ2N24053124882_0_THNAIL_ORGINL_20240624135324777.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
